Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Loan_Status_NUM,Total_Income,LoanAmount_Log,Total_Income_Log,Loan_to_Income_Ratio
LP001529,Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y,1,6327.0,5.0238805208462765,8.752581469146884,0.024024024024024024
LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N,0,9166.0,5.497168225293202,9.123256265069069,0.026620117826751038
LP001532,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N,0,2281.0,4.727387818712341,7.732369222284388,0.049539675580885574
LP001535,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y,1,3254.0,3.912023005428146,8.087640287778983,0.015365703749231715
LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,Y,1,39999.0,6.396929655216146,10.596609732783568,0.015000375009375235
LP001541,Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,1.0,Rural,Y,1,6000.0,5.075173815233827,8.699514748210191,0.02666666666666667
LP001543,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y,1,9538.0,5.231108616854587,9.16303909885817,0.019605787376808556
LP001546,Male,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,Y,1,5063.0,4.787491742782046,8.529714471969909,0.023701362828362632
LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y,1,10208.0,5.541263545158426,9.23092700558457,0.02498040752351097
LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y,1,2904.0,4.584967478670572,7.973844375944687,0.0337465564738292
LP001562,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N,0,7933.0,5.616771097666572,8.978786553302003,0.03466532207235598
LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N,0,4369.0,4.795790545596741,8.382289428951436,0.027695124742504004
LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y,1,5614.0,5.062595033026967,8.633018756921828,0.028143925899536872
LP001572,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,Y,1,9323.0,4.31748811353631,9.140239744296693,0.008044620830204869
LP001574,Male,Yes,0,Graduate,No,3707,3166.0,182.0,360.0,1.0,Rural,Y,1,6873.0,5.204006687076795,8.835355971121606,0.02648043067074058
LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N,0,4583.0,4.718498871295094,8.430109084509125,0.02443814095570587
LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y,1,5772.0,4.859812404361672,8.660773919893762,0.02234927234927235
LP001579,Male,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,N,0,2237.0,4.143134726391533,7.71289096149013,0.028162717925793473
LP001580,Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,Y,1,8000.0,5.298317366548036,8.987196820661973,0.025
LP001581,Male,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,Y,1,3589.0,4.553876891600541,8.185628891147607,0.026469768737809974
LP001585,Male,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,Y,1,51763.0,6.551080335043404,10.854430887309706,0.013523172922744044
LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,N,0,3522.0,4.394449154672439,8.166784289056151,0.022998296422487224
LP001594,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,Y,1,11333.0,5.231108616854587,9.335474102732949,0.016500485308391422
LP001603,Male,Yes,0,Not Graduate,Yes,4344,736.0,87.0,360.0,1.0,Semiurban,N,0,5080.0,4.465908118654584,8.533066540572527,0.017125984251968505
LP001606,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,Y,1,5461.0,4.7535901911063645,8.605387202152153,0.021241530855154733
LP001608,Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,Y,1,3664.0,4.61512051684126,8.20631072579402,0.027565502183406112
LP001610,Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,N,0,16816.0,6.20455776256869,9.730086093116732,0.029436251189343482
LP001616,Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,Y,1,3750.0,4.7535901911063645,8.229511118964457,0.030933333333333334
LP001630,Male,No,0,Not Graduate,No,2333,1451.0,102.0,480.0,0.0,Urban,N,0,3784.0,4.624972813284271,8.238536930171769,0.026955602536997886
LP001633,Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,N,0,13650.0,5.19295685089021,9.521494800613105,0.013186813186813187
LP001634,Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,1.0,Rural,N,0,6979.0,4.204692619390966,8.850660919017152,0.00960022925920619
LP001636,Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,Y,1,4600.0,4.290459441148391,8.433811582477187,0.015869565217391305
LP001637,Male,Yes,1,Graduate,No,33846,0.0,260.0,360.0,1.0,Semiurban,N,0,33846.0,5.560681631015528,10.429576102968031,0.00768185309933227
LP001639,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,Y,1,3625.0,4.68213122712422,8.195609567288775,0.029793103448275862
LP001640,Male,Yes,0,Graduate,Yes,39147,4750.0,120.0,360.0,1.0,Semiurban,Y,1,43897.0,4.787491742782046,10.689601259598334,0.0027336720049206094
LP001641,Male,Yes,1,Graduate,Yes,2178,0.0,66.0,300.0,0.0,Rural,N,0,2178.0,4.189654742026425,7.686162303492906,0.030303030303030304
LP001643,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,1.0,Rural,Y,1,4521.0,4.060443010546419,8.416488487294606,0.012829020128290201
LP001644,Male,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,Y,1,5970.0,5.123963979403259,8.694502206386648,0.02814070351758794
LP001647,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,Y,1,9328.0,5.236441962829949,9.140775908590273,0.020154373927958835
LP001653,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,Y,1,4885.0,3.871201010907891,8.493924564476883,0.009825997952917094
LP001656,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,N,0,12000.0,5.099866427824199,9.392661928770137,0.013666666666666667
LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,N,0,6033.0,5.075173815233827,8.704999678440762,0.026520802254268193
LP001658,Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,Y,1,3858.0,4.330733340286331,8.257904193465674,0.019699326075686883
LP001664,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,Y,1,4191.0,4.787491742782046,8.340694647925071,0.02863278453829635
LP001665,Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,N,0,5708.0,5.135798437050262,8.649623978596727,0.029782761037140854
LP001666,Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,Y,1,12083.0,5.231108616854587,9.399554785027307,0.015476289001075892
LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,360.0,1.0,Urban,Y,1,4272.0,4.787491742782046,8.35983738064003,0.028089887640449437
LP001671,Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,1.0,Semiurban,Y,1,6232.0,4.727387818712341,8.737452587550584,0.01813222079589217
LP001673,Male,No,0,Graduate,Yes,11000,0.0,83.0,360.0,1.0,Urban,N,0,11000.0,4.418840607796598,9.305650551780507,0.007545454545454545
LP001674,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,Y,1,5100.0,4.499809670330265,8.536995818712418,0.01764705882352941
LP001677,Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,Y,1,4923.0,5.111987788356544,8.5016733797582,0.03371927686370099
LP001682,Male,Yes,3+,Not Graduate,No,3992,0.0,128.0,180.0,1.0,Urban,N,0,3992.0,4.852030263919617,8.292047637431354,0.03206412825651302
LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,Y,1,4583.0,4.90527477843843,8.430109084509125,0.029456687759109753
LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,Y,1,3917.0,4.820281565605037,8.27308133366583,0.03165688026550932
LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y,1,4408.0,4.787491742782046,8.391176350832751,0.02722323049001815
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y,1,3244.0,4.382026634673881,8.084562415235304,0.02466091245376079
LP001698,Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y,1,6506.0,4.007333185232471,8.780480107033297,0.008453735013833385
LP001699,Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,1,2479.0,4.07753744390572,7.8156105320351905,0.02379991932230738
LP001702,Male,No,0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,N,0,3418.0,4.844187086458591,8.136810863675537,0.0371562317144529
LP001708,Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,N,0,10000.0,5.365976015021851,9.210340371976184,0.0214
LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N,0,4680.0,4.852030263919617,8.451053388911692,0.02735042735042735
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y,1,7787.0,5.480638923341991,8.960210955576986,0.030820598433286245
LP001715,Male,Yes,3+,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y,1,5703.0,4.867534450455582,8.648747631156539,0.02279502016482553
LP001716,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y,1,6194.0,4.919980925828125,8.731336360533149,0.022118178882789795
LP001720,Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y,1,4833.0,4.605170185988092,8.483222671845084,0.02069108214359611
LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,0,1950.0,4.90527477843843,7.575584651557793,0.06923076923076923
LP001726,Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y,1,5502.0,4.875197323201151,8.61286694148452,0.023809523809523808
LP001732,Male,Yes,2,Graduate,No,5000,0.0,72.0,360.0,0.0,Semiurban,N,0,5000.0,4.276666119016055,8.517193191416238,0.0144
LP001734,Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,1.0,Semiurban,Y,1,6666.0,4.844187086458591,8.804775258867686,0.019051905190519053
LP001736,Male,Yes,0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,N,0,2221.0,4.0943445622221,7.7057128238944275,0.0270148581719946
LP001743,Male,Yes,2,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y,1,5726.0,4.7535901911063645,8.65277248565806,0.020258470136220747
LP001744,Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y,1,5762.0,4.969813299576001,8.659039915644474,0.024991322457480043
LP001749,Male,Yes,0,Graduate,No,7578,1010.0,175.0,360.0,1.0,Semiurban,Y,1,8588.0,5.1647859739235145,9.058121158998672,0.0203772706101537
LP001750,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y,1,6250.0,4.852030263919617,8.740336742730447,0.02048
LP001751,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N,0,3250.0,5.135798437050262,8.086410275323782,0.052307692307692305
LP001754,Male,Yes,0,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N,0,4735.0,4.927253685157205,8.462737005620179,0.02914466737064414
LP001758,Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,1,7945.0,5.3471075307174685,8.980298078970817,0.02643171806167401
LP001760,Male,Yes,0,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y,1,4758.0,5.062595033026967,8.467582690862903,0.0332072299285414
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y,1,6400.0,5.298317366548036,8.764053269347762,0.03125
LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,1,4545.0,4.6443908991413725,8.421783006611578,0.02288228822882288
LP001768,Male,Yes,0,Graduate,No,3716,0.0,42.0,180.0,1.0,Rural,Y,1,3716.0,3.7376696182833684,8.22040309993373,0.011302475780409042
LP001770,Male,No,0,Not Graduate,No,3189,2598.0,120.0,360.0,1.0,Rural,Y,1,5787.0,4.787491742782046,8.663369301573839,0.020736132711249352
LP001776,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y,1,8333.0,5.634789603169249,9.027978814382207,0.03360134405376215
LP001778,Male,Yes,1,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,1,4934.0,4.941642422609304,8.503905297089302,0.02837454398054317
LP001784,Male,Yes,1,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,Y,1,6760.0,5.135798437050262,8.81877816903701,0.02514792899408284
LP001786,Male,Yes,0,Graduate,No,5746,0.0,255.0,360.0,1.0,Urban,N,0,5746.0,5.541263545158426,8.656259239539235,0.04437869822485207
LP001788,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,1.0,Urban,Y,1,3463.0,4.804021044733257,8.149890544402423,0.03522956973722206
LP001790,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,Y,1,3812.0,4.718498871295094,8.245909264774093,0.02938090241343127
LP001792,Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,Y,1,3315.0,4.564348191467836,8.106212902619962,0.02895927601809955
LP001798,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y,1,10819.0,4.787491742782046,9.289059126687574,0.01109159811442832
LP001800,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N,0,4493.0,4.941642422609304,8.41027590907016,0.031159581571333184
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y,1,8666.0,5.043425116919247,9.067162602299854,0.017885991230094624
LP001807,Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y,1,7550.0,4.68213122712422,8.92930284224307,0.014304635761589404
LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,Y,1,7823.0,4.812184355372417,8.96482339168508,0.01572286846478333
LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N,0,10383.0,4.787491742782046,9.247925132303454,0.011557353366079168
LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,Y,1,9703.0,4.718498871295094,9.1801903950253,0.011542821807688343
LP001819,Male,Yes,1,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,Y,1,6608.0,4.919980925828125,8.796036315200814,0.020732445520581115
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y,1,4725.0,4.812184355372417,8.460622839927844,0.02603174603174603
LP001825,Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y,1,3677.0,4.499809670330265,8.209852481301272,0.024476475387544192
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,N,0,5558.0,5.303304908059076,8.62299361030245,0.0361640878013674
LP001836,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N,0,3427.0,4.927253685157205,8.139440521874608,0.040268456375838924
LP001841,Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y,1,4750.0,4.6443908991413725,8.465899897028686,0.021894736842105262
LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,1,9762.0,5.631211781821365,9.186252576447092,0.02858020897357099
LP001844,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N,0,16250.0,5.2574953720277815,9.695848187757884,0.011815384615384615
LP001846,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y,1,3083.0,5.541263545158426,8.03365842788615,0.08271164450210834
LP001849,Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N,0,6045.0,4.74493212836325,8.706986763048892,0.01902398676592225
LP001854,Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,N,0,5250.0,4.543294782270004,8.565983355585669,0.017904761904761906
LP001859,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N,0,16783.0,5.717027701406222,9.72812174830818,0.018113567300244295
LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,1.0,Semiurban,N,0,4931.0,4.852030263919617,8.503297086224126,0.02595822348408031
LP001865,Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,1.0,Urban,Y,1,10333.0,5.799092654460526,9.243097936214355,0.03193651408109939
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,1,4269.0,4.897839799950911,8.359134886757962,0.03138908409463575
LP001870,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N,0,3481.0,5.043425116919247,8.15507488781144,0.04452743464521689
LP001871,Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y,1,7200.0,4.787491742782046,8.881836305004146,0.016666666666666666
LP001872,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y,1,5166.0,4.852030263919617,8.549853973655786,0.024777390631049168
LP001875,Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y,1,7542.0,5.017279836814924,8.928242677818302,0.02002121453195439
LP001877,Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,1,6095.0,5.0106352940962555,8.715224041915372,0.02461033634126333
LP001882,Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y,1,6144.0,5.075173815233827,8.723231274827508,0.026041666666666668
LP001883,Female,No,0,Graduate,No,3418,0.0,135.0,360.0,1.0,Rural,N,0,3418.0,4.90527477843843,8.136810863675537,0.03949678174370977
LP001884,Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y,1,4436.0,4.499809670330265,8.397508348470257,0.02028854824165915
LP001888,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y,1,3237.0,3.4011973816621555,8.082402253926244,0.009267840593141797
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y,1,11146.0,4.912654885736052,9.318835968129482,0.012201686703750225
LP001892,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y,1,4690.0,4.836281906951478,8.453187861440325,0.026865671641791045
LP001894,Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,1,4843.0,5.0106352940962555,8.48528964240323,0.03097253768325418
LP001896,Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,Y,1,3900.0,4.499809670330265,8.268731832117737,0.023076923076923078
LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,1,4592.0,4.74493212836325,8.432070937999402,0.02504355400696864
LP001903,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,1,7267.0,5.332718793265369,8.891098830616636,0.02848493188385854
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y,1,4403.0,4.382026634673881,8.390041405755754,0.018169429934135818
LP001907,Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y,1,14583.0,6.077642243349034,9.587611745713565,0.02989782623602825
LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,Y,1,4100.0,4.820281565605037,8.318742252692399,0.03024390243902439
LP001910,Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N,0,6479.0,5.062595033026967,8.776321456449958,0.02438647939496836
LP001914,Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y,1,4727.0,4.718498871295094,8.461046030793236,0.0236936746350751
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y,1,3286.7999878,4.356708826689592,8.097669722345216,0.023731288879615956
LP001917,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y,1,3477.0,3.9889840465642745,8.153925132007862,0.015530629853321829
LP001922,Male,Yes,0,Graduate,No,20667,0.0,128.0,360.0,1.0,Rural,N,0,20667.0,4.852030263919617,9.936293504261306,0.006193448492766246
LP001924,Male,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y,1,6211.0,4.48863636973214,8.734077192559303,0.014329415553051039
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N,0,4317.0,4.59511985013459,8.370315995555478,0.022932592077831826
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y,1,5704.0,4.787491742782046,8.648922962094131,0.021037868162692847
LP001931,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y,1,4124.0,4.74493212836325,8.32457884513685,0.027885548011639186
LP001935,Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y,1,9508.0,5.231108616854587,9.159888828480085,0.019667648296171646
LP001936,Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y,1,5491.0,4.9344739331306915,8.610865667278873,0.025314150427973046
LP001938,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N,0,4400.0,4.844187086458591,8.389359819906353,0.028863636363636362
LP001940,Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y,1,4713.0,4.897839799950911,8.45807992692373,0.028431996605134735
LP001945,Female,No,0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N,0,5417.0,4.962844630259907,8.597297435657898,0.026398375484585564
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y,1,5717.0,5.147494476813453,8.651199471263972,0.03008570928808816
LP001949,Male,Yes,3+,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y,1,5666.0,4.700480365792417,8.642238680390461,0.01941404871161313
LP001953,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y,1,6875.0,5.298317366548036,8.835646922534773,0.02909090909090909
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y,1,4666.0,4.90527477843843,8.448057452581375,0.028932704672096014
LP001955,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N,0,7541.0,5.017279836814924,8.928110078202646,0.020023869513327144
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,0,4939.0,4.727387818712341,8.504918160540624,0.02287912532901397
LP001964,Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N,0,4734.0,4.532599493153256,8.46252579007393,0.01964512040557668
LP001972,Male,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y,1,4625.0,4.653960350157523,8.439231649946526,0.022702702702702703
LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,1,5000.0,4.882801922586371,8.517193191416238,0.0264
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,1,3428.0,4.564348191467836,8.13973227971767,0.028004667444574097
LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y,1,6500.0,4.941642422609304,8.779557455883728,0.021538461538461538
